PolicyID,CustomerID,PremiumAmount,PaymentFrequency,LastPaymentDate
6192de59-7875-42e3-972c-77165fa961b2,013db248-3d75-4b90-a190-b14bb1703b84,250.53,Annual,
92efc1be-fdd0-4fa7-9a00-264c05f2d982,01478b08-844b-4740-9e02-633f6edfae61,302.54,Monthly,2020-07-17
0329645a-a9c2-42d1-aa19-d3515dcb21a8,0149c98d-5132-40a1-981b-edf566d9c0b0,515.05,Monthly,2021-08-15
88676415-817e-4d1c-870d-991e2dea06f9,016d658d-475d-48cd-beab-95fa912e67dd,1635.55,Annual,2021-11-12
f4cf4904-ec9b-402c-bb23-7dc22c09f5eb,01761d49-0d85-43b2-9958-13da4c71124b,613.19,Annual,2020-05-10
b876637b-1b85-41a9-9df9-dc8adbcac166,01827756-cfeb-4735-bf85-ab568c5722c1,1091.01,Annual,2022-01-25
1b5fab2b-ef39-41c3-acfe-8b37f253defb,018f41cf-486d-4364-9fd0-e5e661919223,480.5,Annual,2023-08-27
01ce26f9-8785-41bd-a92c-7ca7c495b26b,01940357-d63a-4325-acc9-d7ed70710d8e,1421.18,Annual,2020-04-27
aa2a0445-aaaf-48a5-a76a-390ae2fcbf51,0194246c-3c08-4c54-8159-5d20a2a25374,1525.14,Monthly,2024-10-15
80130c4a-dd08-4d0b-9837-38dd529acdf5,01a30c10-d9ef-4833-8ae5-7734790debc2,865.6,Monthly,
2e8a0358-a438-4ac3-9e4b-68be478f2e31,01c06b3c-3a87-44a5-8aeb-1d0878315a25,761.16,Monthly,
326819b3-5506-4ed8-814c-d768808b96c6,01dbd542-38dc-4828-b86a-968a21b393db,641.51,Annual,2022-04-21
4e11fbae-4170-4408-a249-3182b88b98d5,01dee43d-3a3e-4c7a-8742-324a52face24,1112.36,Annual,2021-04-22
7bec2b5a-df2e-4829-bd8a-46adde1dbeeb,01e0dc7d-0b8a-44fa-82a1-fc4797fd689c,738.21,Monthly,2020-05-16
afc43680-3d52-4e42-b6b6-802f1d355c29,01e42a21-a53f-492c-bdc9-aad5b3797e90,835.15,Annual,2024-08-23
d9c29a76-47f1-4cf1-a77f-09eb344bcdd4,0206d500-e180-4292-9ff1-6b3767f4862c,238.1,Annual,2023-06-15
46db4bd9-acc4-430a-b6cb-ec68dd9afb9c,0210cd05-5644-42fc-906d-458dff64312f,1095.13,Annual,
702b7f5f-09ee-43a3-a941-96214f791fdd,021bb17f-3445-42bd-9e53-243a5b479474,442.78,Monthly,
72509a29-96f7-4cf3-87d2-d9b07c372edc,02312184-f7ab-4cec-896c-ac1f476374c8,1350.57,Monthly,2021-01-03
70f72c47-85c2-46e4-bb89-05c6248e0e64,023553d8-583e-4a3d-b49a-23ee98c5f107,855.0,Monthly,
83f48e63-4e96-408d-ada9-e2d48338baac,023ca571-9a3a-4c33-8064-b926ce6208cf,528.78,Annual,
694a9c54-8a3b-488f-8dfc-82b974e35f18,023f87e0-895f-42a3-a910-177e1164918d,1885.44,Annual,2023-08-29
780eb51f-578b-4e1d-be7b-0e7a65dc4951,0249aee4-b858-437e-b867-93bd7c2d766d,256.2,Annual,2024-09-01
94334f4e-1cc6-4ebc-ac5e-8b6d6fac7ee8,025374dc-58b0-4d90-ba9d-072608848f2a,1804.18,Monthly,2024-08-18
b7c3a9bb-0f34-4900-933b-5fc72c3cc4f4,0258e033-0640-407d-9aae-07544ca224fd,628.52,Annual,2020-10-03
451d96cc-aa52-410f-b54e-cb78d2038045,02626079-c333-4aaf-b3c6-e43f19ce4993,381.89,Annual,
6e799b21-db46-433d-a4ae-843a68df5613,026cd156-6592-4c42-9cf7-3f06c8f61481,840.93,Monthly,
f7e326b5-b754-4658-a3ae-a2409524d2a2,026e900a-9d96-4238-b8a5-b5ee111e18a9,551.22,Monthly,2022-12-06
8c0880c7-3a7e-4ed7-835d-8147841685cd,027ce349-2c6f-4048-8c01-4749dcdcb980,1763.92,Annual,2023-05-22
d6dde0b5-9ca4-4296-9976-c1d8415c8b6c,0281fd8f-70b7-4b3d-ba10-e019fde044af,982.31,Annual,2024-09-18
99f0771d-d36d-4564-825d-4f66f4a43049,028bd8f7-7519-4002-a669-ce5e6e9f81d3,1333.46,Annual,2024-06-23
c6ce99fc-9aaf-488b-9132-d798f1703fee,029be8fe-b8c3-4b39-ab83-f18c888c9bb7,311.37,Annual,2024-04-24
8c901cf7-e12f-4f09-bb71-35a5e5a221dd,02a0ddef-9490-4bb5-afe3-81230bbc0278,1288.41,Annual,2022-09-13
f7b6e219-0764-43b8-aada-875d5f356c4b,02a9af4b-c980-4623-8b8d-5c55f0b0007e,827.16,Annual,2021-05-09
d3f48b9a-e380-4646-ad94-0fab8c754189,02b58e56-36b8-47a2-aeea-08b0560f351e,405.49,Monthly,2023-01-31
7bf93920-1438-42ea-bdf8-6686d4ac932b,02dc83f9-55b0-4acc-bb24-c9f2f469d66d,4277.9400000000005,Annual,2023-03-03
e406b4c0-c6fa-4dd4-990b-8ec18d42a7ba,02e3a4b2-6aeb-43c7-8774-736bda7e60b6,1744.76,Annual,2020-10-14
dab4cd07-5506-4a31-97a2-feb368704932,02ecf2cf-ab32-4e7f-b710-dad46ba21f6c,1081.75,Annual,2022-09-15
f4630b30-e47d-4b92-9218-bc52117e9f59,02f2c9d8-a186-4261-9128-9d159baea601,1492.01,Monthly,2021-11-02
c219666d-a8bd-4ab2-bf75-04a1c50dd257,02f55837-f6cf-44ec-8637-7a15a19d9e24,1172.78,Monthly,2024-03-05
3477933b-b844-4bc2-b956-27e4539db2ca,03087182-92e3-4bbf-b237-11f8916bb2ce,1830.49,Annual,2024-02-09
63bf1cf7-b7b4-4b89-9e16-e94901fed1b1,030e0a53-833f-4e25-a4b0-daa6cec7fdd1,569.41,Annual,2020-04-13
9892e862-6680-4b1d-8db8-b3256c93dfb3,032d0c04-6621-41be-92e5-8fdc6ddec2a1,1521.33,Annual,2022-08-03
c88f132f-79e6-4f0e-a0c6-8a30f1890af6,0332442e-a0c7-4182-89f8-c25c5c656bfa,1134.37,Monthly,2021-06-08
75c0f691-7287-4194-8446-3bb5338a84cd,0337ad24-8f06-4880-bb09-320578ae1b96,1659.59,Annual,2023-03-27
a2d1bd2e-f851-4213-b9f3-7c05d59cd3e2,03471dc4-e8ab-4eb0-a628-28ae9de05b64,966.6,Annual,2023-02-21
48b4e743-bfc2-4da1-be2e-8fd6b9573204,0366cfbf-7a91-4a24-a17b-e22cfa2fb615,384.76,Monthly,2024-03-26
7c268b89-a639-41f9-b651-ddca76dd7fdb,0366f845-45ac-4ca9-915f-d99ca6c6bfcb,1247.46,Annual,2023-06-12
e3e155ff-9bc1-464c-bab3-6785ef0ae47d,036d3cbd-daa0-495f-a600-046e9593bded,1035.44,Annual,2021-03-09
a0ae5a43-60a8-4588-b429-8406754854b5,037afa7a-493c-4e3d-93c8-6124c0ceeea4,1292.78,Monthly,2024-03-29
d7938ed0-84ee-4bab-ba61-0fade84ba5ed,037bc219-c573-48d1-90f7-3380d3267c1b,1930.39,Monthly,2024-02-25
c96f43dd-2403-40dd-bfd6-8d96c34d11b9,03b08667-7647-46d6-9b92-f258a2e4ec82,297.56,Annual,2024-05-28
cb1240db-d77d-4027-85cb-c698dda03fe4,03b2ac93-63f3-4fb4-8270-82f807dbb880,794.17,Annual,
2bca58c5-a5c6-4b30-b2b3-d76f421a873f,03c8b76c-caa1-4cb8-8763-072b4acc0732,1818.35,Annual,2023-06-29
4257e25f-bdf7-4ec2-b7f4-b03ed32d3e58,03c911a6-673c-4269-a57d-bc1c1998a307,1858.09,Annual,2022-10-29
6cd69de7-72f8-4884-89cc-ef3cf86a5a83,03cb7566-4c8e-4145-8d4f-588bec9c898c,1581.51,Annual,2023-12-11
482529c3-5a9c-43d5-a492-a1172c40d84c,03cf7ef9-ce91-4d7b-bda3-22b6ddc59c72,1811.73,Monthly,
8c3d61e7-17fd-4d9f-8fda-120f2e75063a,03d59794-877f-4994-8c26-789a58099d2f,1848.64,Annual,2024-01-26
8022ac70-d55b-400b-9b11-4c8ecbe77fdb,03e5bc61-4b06-4497-a04f-eee25724b96a,1280.14,Monthly,
dc0e57be-fa63-4c1e-a5a7-8637263cfb4e,03f44900-7727-4e34-bf39-9cf873078e23,1449.42,Annual,2020-11-23
6446c346-a339-48bd-b8b9-12130d3e0247,03f96421-174c-460e-9137-66d7636e51ab,905.09,Monthly,
5231793d-c983-4fec-8870-a37c54ac272a,040ce18c-3a25-45f5-ad82-83b1c036f3f4,499.85,Annual,2024-10-21
5f0855ee-796a-4499-8b9f-c8c31df2d044,042467b7-ccf7-4c84-88f6-8aa88c9d17b6,1173.13,Annual,2022-04-15
e1bc965d-04a2-40a0-8e40-b06c93325ca7,0439f144-3065-4497-9d23-e5975370ba98,1193.99,Monthly,2020-10-25
f134272d-4c39-4b5d-a4b4-46bfcdfc562f,04451d80-84ff-450f-8963-cadd9c99dfff,920.37,Monthly,2023-01-18
aea45ba9-ee5c-49f3-a49e-e92633fc3efd,044e32a1-cbc8-4b6a-a7c7-0cea247effdd,1209.13,Monthly,2022-06-19
f7b0688d-41d8-4a87-b1cf-e82f719c73f4,045755ac-0d15-42d2-a2cc-e669cf63976a,1235.07,Annual,2022-02-24
6857605a-a878-4aaa-b6f1-efbc5bf152e7,046705ac-2463-46b2-890a-b7b5db3e3aba,1112.61,Monthly,2023-01-09
8a4e9401-3241-4bb1-ba15-88b356681516,0476ad2d-8243-4543-af15-b96896f0cec4,1734.52,Monthly,2023-12-16
7d3732fe-c3e2-4432-a004-ec514bc78bfe,04963e75-0ee8-4ee8-8036-6536580fdffd,797.85,Monthly,2023-09-17
0833bd91-37d4-4ba1-af1f-4add50781765,049aba61-7294-4c78-9636-24d9210cc4cb,216.37,Monthly,2021-02-20
e39028bd-05de-44fb-abd7-d68cd1dfdc91,04a94255-6a42-4d10-97dc-75d867a58fc3,568.69,Monthly,
e7bc3e16-3235-40a5-bc1e-e231f6361459,04bc04b3-d32c-484f-86ea-89127dccc51e,523.88,Monthly,2021-12-19
91ed0603-6683-43dd-be7e-102573f43f0f,04c8b947-5c3d-4612-ba6b-104872ae8b70,660.24,Monthly,2024-11-02
3818c410-e9b6-414a-8a64-c0d819e61abb,04eee924-2b75-4e7f-bca0-67576c84f423,1076.5,Monthly,2022-01-15
6723154f-c784-4704-9c5f-5bbb9dcc2527,04efae89-489a-4e49-98ab-60bca1ab191c,450.44,Monthly,2022-11-27
aaba1864-e1e1-4854-89b9-8c42d0332381,04f9e1c9-cda2-443a-a0bf-60a8db61af45,1350.42,Monthly,2023-03-30
87e793b9-5d38-4e96-89d6-fd225a0fbe1c,05045fd2-0761-4493-9b45-cda47121e4d5,728.78,Monthly,2020-09-18
384f797a-a708-446d-ba43-fda282a5fb96,0520ae0f-3308-4d3c-bb1c-efe19175e48a,1555.22,Annual,2020-08-29
7ed5cbcf-498d-4e41-b530-0efc65749cfa,055e4d2f-2c96-41a5-b172-5761e060f713,1017.27,Monthly,2020-06-26
56839fd9-3f41-4e4e-8196-c07085563aea,056d6369-8c79-4f59-8a60-73d41b361c1a,1235.77,Monthly,2024-07-26
218d312e-4d68-4688-9cf5-fa81b93999ba,05897144-b7d9-4a6e-ac6f-044ef60c951b,1165.49,Monthly,2024-01-07
4f4a81c0-0715-47ab-8684-1d7afce96e95,058a3cea-9f61-4d10-86ed-692048f11e63,356.22,Annual,2024-07-16
5d1d1d37-c8e9-40bd-8439-e9339851b06e,059c8f0f-810f-41a1-acc4-cd39305635c6,1639.0,Monthly,2024-10-22
65d09be3-2cbc-450e-b33a-71a1420a6ae2,05a39d1e-28b8-47c7-b53f-098dd3530729,1316.07,Monthly,2024-02-06
40845e8e-5b32-4546-8c93-fdb67b81b842,05bf43b4-5d75-496d-b870-a890424dbee9,924.02,Monthly,2023-01-01
640f11eb-9d4c-489f-8a35-1cc0a51b54b3,05c2407c-80f2-4178-96cb-dd982560d770,1042.04,Monthly,2022-06-01
49d43772-e59e-4778-b6a3-4145600cc978,05c2d162-29ba-4260-a216-7319fa334af7,478.17,Annual,2024-08-25
80a79a8c-6a5e-48b6-a047-f9c8d25c597e,05c4052f-3225-4416-8539-e966db63efe3,1889.17,Monthly,2020-05-18
05561623-0c46-492e-87d5-2b64e040f100,05f6fac9-20ce-4150-bf1a-a7629ad78f2c,1838.65,Monthly,
df738bc9-5beb-408a-84f4-033e43eb1872,05fd1dae-d4f8-4d78-a0a4-f39bb3f439f0,1533.83,Annual,2023-08-22
e00d15d8-a162-477a-917c-d9519fada91c,05fe8e4b-49df-42c2-be43-fbb2ea1f1a5d,298.82,Annual,2021-04-07
05debea3-0b2a-4899-8213-f04b6ae04742,0604a76a-43f5-47f4-94a2-4ad56c1ada63,469.72,Monthly,2020-06-05
2cd91205-b060-4f58-880d-d4409fbfef13,0612f4a7-b82a-4eab-a691-5406e7154619,1643.01,Annual,
b4e8afc2-f560-4178-a4ba-1b3419102735,06231d45-6efd-4120-9ef5-b83f6ff5dd49,1876.99,Monthly,
86a81276-884c-42d1-b60c-81304a207162,062f3585-aeb3-4caa-a9b3-71bd0ee7fb9c,1321.16,Annual,
3a58f13d-685c-4f4b-a70a-2ee223461d0c,0641ba9c-b84d-4eb7-82a1-5059d5eb43a9,1709.56,Annual,2021-11-09
298317ad-5fff-45e5-962a-08e6733de441,06548b4a-8690-4f08-b599-5e5e63efa65b,1173.39,Annual,2021-02-23
c0035f17-f910-4d31-9cff-100b4235e2b5,0654a8c7-3dcf-4852-8628-ad6c550c5825,1966.56,Monthly,2022-12-19
238254d8-b34d-4f88-a584-5f1e0d6b889e,0666538e-ed65-494d-bf7c-bdf2da9e55d9,1629.85,Annual,
1ac1db52-74e5-4d62-a150-c69855285638,0668d0af-92a5-4dd5-b760-c433fcca93fe,516.31,Monthly,2023-12-26
da2b1e1a-5f9b-48a0-827c-37949abdb65d,066beb05-df49-4997-a8f2-26a0037405d3,1186.52,Monthly,2024-07-10
ea8ab0e0-b7f2-45e1-ac6a-86cd59d2b836,0673e3ee-03e5-4f0e-870c-a2abf22eb60a,847.42,Monthly,
6f9aa721-0b70-493c-a7c4-2cdadac3a518,06af4019-92bb-4371-a6cf-9724a71021d4,435.67,Monthly,2022-08-06
ddf9ad27-cf72-4133-a67c-de09c0f80907,06c462e9-a879-4f5f-8e55-86077a44ad42,1589.35,Annual,2020-07-04
ddd9ede6-a68d-4e81-b116-fab8fccd0cf0,06c50544-f5fe-4970-aa4c-aefebc3412c8,1021.0,Monthly,
8fff5271-86b3-46f1-8d6c-8be71abb97bf,06f02bf4-22dd-42c5-95f8-67ec6a2e6089,369.18,Monthly,2023-07-08
87f0b0c2-36ac-40cc-909d-400f2bdafb6b,06f5985e-1dfa-4f61-b2e0-7406cee1af9e,1826.15,Annual,2021-06-17
32fdd63f-13c4-41ac-a368-de6de9a83627,070f34cb-4e72-425e-8994-879ef48b4daa,1537.03,Monthly,2021-09-17
ca909298-89b9-4e72-a11e-e0df140679ad,0715551e-d76b-436c-b132-ec5b741714a5,1863.09,Monthly,2021-12-20
5a2ac1cb-cf4e-4e05-9228-94a018ecd793,07371c87-300e-42d3-8e4b-484dd7b5c0ac,419.89,Annual,2023-11-29
60cc63e9-b56f-4f37-8b16-2d11e62faf30,0739b2fc-c4c4-4738-a0b4-37c8e73c6f8d,1978.48,Annual,
d5386f75-0363-43ea-ba1c-41cc4704ebb3,073d5167-12d2-473b-8b26-522d76778819,972.31,Monthly,2022-10-22
2e9d61de-e9f7-4e6f-9d44-4e71ad092b46,073dbf71-394e-41b6-8a6d-e6e68194ceda,1826.44,Annual,
edc23309-c86a-4021-8f84-76324f9dd70a,075f40d1-d759-467f-a197-4d0e1ace5a3b,1812.55,Monthly,
b6a182df-b6c4-4041-932e-39190c4aa098,078b7552-c354-48ea-bdb9-2e3ea07df39f,1328.05,Monthly,2023-07-30
f7aac074-68da-4cee-abb2-0a944dbee5a9,079329fb-bb7d-4c63-abe5-919fd5d22b5e,462.18,Annual,2023-02-07
bc4bb7fb-14e1-4f80-83aa-c6890cd15f56,07a22cba-98ae-4b7a-88e6-c99243e80770,452.53,Monthly,2023-02-16
cc92a9f6-258d-4a6f-a66e-e7a24cbfe308,07ab4ee0-2382-4948-af11-957a17322e1b,774.42,Annual,2019-12-21
7bfaf604-22bd-4ba6-b09f-a5a7d9105c00,07b14e53-02e3-4463-b8aa-acce284cf3d2,290.64,Annual,2020-10-05
22e68a5f-607f-4d84-bf70-ff6624ebb9d3,07c6211a-4936-4bfc-9b21-817df633f56e,1764.43,Annual,
46febbb5-897b-437b-8e20-ed328e50ce62,07ca84ef-bedb-471f-8b88-89d8ab348de9,206.64,Annual,2023-12-09
0949dd62-cdf0-4355-b827-625e1cc40a2c,07ce1614-86a7-4ead-ab9b-18f42e7b2a8d,626.27,Annual,2023-08-29
2849d866-373b-461a-8430-d6bc0ee71432,07ce72c6-b053-4b5b-8ac6-b6d999eb278c,1698.67,Monthly,2023-06-22
4126a183-86be-4287-968f-65c240eff3dc,07d5b587-e81f-4490-8878-5be797e19e8e,1779.25,Monthly,2022-02-22
e34c78a6-8729-46bd-ace1-773c7d65abd5,07df585b-ff88-4f6b-9b8b-9cf4ae8d19f5,1176.44,Monthly,2021-01-07
4c02f559-1a02-414d-b7f7-407ac2880821,07e1db00-56c3-4abb-9257-afb04f0f5b90,1885.42,Annual,2024-02-25
8ded097f-637e-42ec-9cda-502fa29fa0bd,07f31176-bd3e-4f61-9640-8f1189c7386c,1326.34,Monthly,2024-03-29
735c98cf-fff4-4422-9cdb-604f9eca79af,07f9e83d-620d-4dc9-b626-3076b927b2a7,9518.82,Annual,2020-06-14
99f32643-8efc-49f5-8420-7d6e3ac6a08f,080070d4-ce7e-44bb-8a75-1f398408458f,1148.36,Monthly,2022-09-25
5fa76e5d-f499-451e-9e68-e6190e36afb2,080a574b-fa05-4f38-8e04-ea0fefc36bf9,620.11,Monthly,2021-11-05
597f7fbd-0fe7-4358-a2be-095878f3c075,08146fa2-c439-4d52-885d-f17199684bd4,1907.7,Annual,2022-06-20
8eb32705-9e41-4435-986d-e8d65aad5313,08652430-c24c-4ff5-a24b-7600541cf562,1623.04,Annual,2022-02-27
3720476e-470b-44fb-8630-984c3a949a94,08757d47-c92e-4a88-9e7b-9e8ea277a46f,590.79,Monthly,2022-05-04
443ee582-1761-4528-9c7c-9f6c9ef8a625,087af239-d7f2-4bd5-90b6-469757487e0a,1836.77,Monthly,
518cb02a-84f7-45e4-b5dd-1ceb5a4c3b40,087c81b9-bea0-4c2b-b88d-c1437ff47645,507.61,Annual,2022-08-20
59d6275c-5948-43b6-b776-dd4be0422f34,08a9ad29-db34-430c-b389-f2181ba1c287,1957.23,Annual,2022-03-11
507945a1-d504-4c1c-aa88-39ab3aa4c6c0,08b40d27-b25a-47c7-bd3c-2b489b7356bf,559.44,Annual,2021-12-30
f0c3ac18-636a-44ed-bb3f-75b0164ca058,08e73f3d-5782-49b1-9d14-b6d89e5ceb78,1035.15,Monthly,
0c6db55f-12b5-4749-82a0-e62a7218c24a,08eb179a-f3ae-458e-a653-0e5718c3b4fd,550.6,Annual,2021-08-16
1e56b17f-04d5-4861-bb82-9e1356ce2dab,08ecc20f-5c71-41a4-b6d6-7a243d4aea2c,375.75,Monthly,2020-11-09
51e78798-e39a-485d-819f-33a6a8187a90,091cc3a8-903b-44a9-a85a-e825eb32b27c,238.13,Annual,2024-04-13
a81cb71c-20d9-4521-b0c8-63490ad45425,09263180-d9a7-497c-9f0a-c882471a04c0,1957.17,Monthly,2023-01-15
d2fa253b-219d-496d-a9d3-70f916afdc06,094f41a9-53c0-46d0-bce7-68bd51e1bc42,1950.19,Monthly,2022-10-30
8284195b-b2aa-4877-b943-266b19c1422e,0953b8ab-ac6b-460e-8256-222bdbe66ec7,821.0,Annual,2023-04-11
5edfe38f-1447-4a5c-b883-6610639a130d,095911ac-989d-4bfe-a1c0-bb29a2a98dec,694.81,Annual,2021-05-27
36288364-9356-4c92-8ce7-7218f54196fc,09751305-b04f-43f0-b992-cdd7759de194,2897.04,Monthly,2020-02-03
69d244f3-ce2a-4463-b4c5-7d31aed5d738,097a64ad-e4e1-42d5-a7c0-3e16ee3a283f,1399.55,Monthly,2022-06-14
0dc07834-767d-4a13-96d5-c9f65dd96127,098977dc-bb2f-43c5-b0a2-d288d5ba3bb7,1069.51,Monthly,2020-01-17
4ce1609c-55d2-4a02-9f68-15351d2b1aca,09931202-ace4-4fdc-827f-bfd61d79d92e,401.84,Annual,2023-11-29
7e399235-e738-443f-883c-884cb0efd3d1,09945dab-e1be-488b-a79c-9e66b5f776d5,1362.41,Monthly,2021-07-28
72bf546e-c46b-4755-868c-c88cb4f7b1d0,0994f7c9-13a4-4347-9d63-7a8467a96a10,427.2,Annual,2024-05-23
0c120d2d-d332-483b-b8a9-53c1061e6d7d,09997b8e-c6c7-46af-b937-648f469819ce,1980.4,Monthly,2022-11-16
b8373af1-99ca-4f1e-b2aa-55a63c218d47,09b6ab86-494e-4540-b383-4c6f02824c25,4101.72,Annual,2023-11-09
37d34d00-1fe2-4769-b4b9-725e91eec9a6,09b72015-4a6a-4210-b4e2-acae3c42f308,497.93,Monthly,
b2b1c0da-ddf0-4fe7-a24c-de8db6105806,09e49125-ded3-4f50-a32b-94845e1812cf,854.34,Annual,2023-10-25
ed01804c-7639-4fa9-a58c-89f41bdc475c,09e99985-154f-44ed-98fe-85f37097032f,1109.43,Annual,2024-06-17
8e1fdeb8-9d74-465f-b303-0f604aee6263,09ef4772-09bf-4ac0-b778-7b613fd440a3,1774.49,Annual,2020-01-14
f327d8dd-5257-450b-a14b-15fe2454d227,09fbf5fd-0334-42cb-91fe-4da712abd183,384.97,Monthly,
b8052ced-4bf6-4368-87b2-e4eb0c6422c2,0a08aa16-cc80-47e6-b3eb-f124f9586b7e,775.25,Annual,
0570d487-ea4d-4cff-8c52-9891d5855c30,0a1c0fa9-812e-46cc-84f8-9a7749c65240,803.18,Monthly,2022-01-10
acabb3fc-a5b6-4778-a2e9-eb2f27db3c2e,0a2f74c8-83ab-468d-8f5b-adaf67066701,1715.54,Monthly,2020-07-20
4f971134-13ef-4c9b-8842-2f87b7ee4efe,0a3de720-6c82-44a9-b95b-e733bfb76a5e,1330.26,Annual,2020-11-07
9b094c2f-88f2-401c-b743-cc670aa4e3bf,0a496dcf-b9f5-411b-942f-a28f4e0aeeb2,922.34,Monthly,2021-04-28
6c640eb3-af8b-475c-9f55-10b5dc27e1ff,0a59d146-e280-4a8d-88e7-ad950eeca256,1708.39,Annual,2022-03-18
e989df62-ced1-4ef6-8754-5e012e417c9d,0a5d3ed6-e454-4c84-be47-f358650a832a,1202.19,Monthly,
c436de6a-a018-486c-a769-4eae35be8ab0,0a62b009-be87-447e-a0eb-b9a9b8396d2a,441.43,Annual,2021-08-30
e3428c52-0b7d-4700-b5a1-30de66dba4f5,0a7c2233-620a-4bc7-b461-b4529a0ee6e9,1449.0,Annual,2019-12-30
bbda50e4-d897-4ad5-b4db-2c4781ca4e0a,0a9324af-871c-4f22-b379-4a528fa8280f,1645.16,Monthly,2021-03-18
333ae676-a828-4179-ade7-a6b53d76dd90,0a93d73c-7818-4f37-af4e-10beeeb01585,1186.97,Monthly,2024-08-04
