PaymentID,ClaimID,PaymentAmount,PaymentStatus,PaymentDate
014d4e19-2c8e-4817-ad28-e2658645ea97,d9923918-bc99-4ab3-af4c-6cd3bdec5889,2598.29,Rejected,2022-10-06
01601350-763e-47f4-bdff-6962a93c38de,b30a333d-1e83-45b1-8bd1-254a4f5e7214,708.11,Rejected,2021-04-23
0172f99c-9c1c-44c1-932b-30889197a17d,135110ab-a87b-4ad3-b0f3-0b0d14f64aec,1112.15,Paid,2022-02-04
0190ace7-0ac0-4877-b323-d09341d0e656,f6aca2b1-6ee5-4655-ae58-b6da38bbc419,3123.34,Rejected,2024-08-03
019da5f8-80dd-4ef4-b2e4-7461e65be2fa,8eb01cc8-335f-49dd-933f-648e08e3c3db,1277.99,Paid,2022-04-03
019fa9c0-7c54-4bcd-bc4d-b9ae9378f508,497569e3-99a9-4e3b-ab0a-1193ff6f21a3,2788.64,Pending,
01aa13e2-60f6-4585-a899-bdf638023305,a72f2313-038d-4940-b7d0-88692c0baa61,642.29,Rejected,2021-06-08
01adf8b9-eb44-46ef-9f6d-5c8245f28c13,9b728a1b-994b-484c-9a01-ccf742b12955,994.41,Rejected,2020-03-12
01b6e7e2-b298-4134-b2c4-5828e38d293d,f0f5a185-9f5e-404e-be04-c7a843e3b130,883.05,Paid,2021-07-21
01b88930-915d-4a7d-882c-43b518571405,1754ebbc-2d49-4cad-a6b1-c8692ba26cc5,830.89,Pending,2023-10-29
01bdf1e6-c9e3-4097-9bd3-13c2841d1af5,2612d256-3db4-4dd7-88c4-8f452bda2984,3224.46,Rejected,2024-04-27
0206d3d8-80f0-4bf2-a4e7-30812e452d28,a78aff0e-0d0f-4524-b8a3-504f17a5954f,1768.06,Paid,2021-04-07
02081832-1f2f-4a0f-9307-41840ff0cdc2,c69bb05d-5e7c-4c80-bee2-2bd970e4426d,1287.69,Rejected,2020-06-02
020bef26-e485-41d4-a9d0-5edb0caa40c4,60d1ac95-3b84-4074-9a54-c9a0e730ed71,466.62,Rejected,2020-07-31
02127c5b-b780-403f-b486-f9b81a0b85c3,227b336a-78b7-4a6c-9b2c-056ca4dcf758,2255.97,Paid,2021-01-07
0225a5b9-75a2-4f26-a76e-f2d3b1c8a703,ba2c01fd-9069-4080-95a6-1d2f555bd934,1202.65,Paid,2022-12-07
023ead85-651c-4aba-903b-9c5ba4618ba6,1b0bf937-c7a1-4caa-834a-395247c256b8,925.72,Paid,2022-01-05
0245fe5a-f1a1-496b-8174-ddf4b2c07934,2e96500f-6667-41a4-b676-bd25e72b5129,2075.1,Paid,2022-11-23
024d26fb-91e8-4d86-885e-79eca9bacd9f,7b790a81-fec4-46e4-a4d6-2810b12001f5,4882.51,Pending,2021-10-09
02677a63-7fdf-4a55-9282-ed362a8c2f27,b8aeb678-e9dd-430a-bff7-4d7bf8091019,458.81,Rejected,2021-12-08
026e25ad-b990-4dda-afa9-cb0936419901,b6a35681-85e1-40fc-8437-766f309acd8d,4203.76,Rejected,2023-10-25
02744187-1544-457e-ac31-478d5715f53b,581d42ba-0fa0-4529-ae5c-a11d14a82d80,84.25,Paid,
027c16bf-58ab-47fc-8060-64fb1f05e24c,1cdb0b49-ef05-438f-aef4-3964fdc44bc8,783.86,Pending,
027ef964-3019-46b7-83f6-831e24edf33e,bc5b46d7-515f-4ea4-8624-91132005b9ee,1556.39,Rejected,2020-03-20
0284206b-89f5-4c67-b375-41f99ac6d030,a352c8a8-26fe-44ba-a05d-3d3b39145089,261.28,Paid,2023-09-15
0290a49a-53e4-4d16-bcd7-6a9d9aaf678d,f32d58c8-a99a-4a83-b401-66114fa68b2f,2893.51,Paid,2022-05-30
02a1f386-603c-48db-b074-25f35afed724,2e84c6b9-a69d-49bc-92a6-daa42740921a,4270.81,Pending,2024-07-09
02c2ccb2-d3de-4262-88b7-d52868d75491,6908a022-8d31-4c7a-b4b8-b2dc940ea3dc,2940.73,Paid,2024-10-09
02cc4d7a-57b9-40e4-bb1e-4b664eb5397d,ae20b16e-a1ba-498b-a189-64efbfc28e37,2122.45,Paid,2023-07-20
02d6e8ea-87b3-4140-8877-5ab778bc3abb,316c7e0c-5c43-4c13-8f65-902cc16dc49e,417.15,Paid,2023-11-07
02e41676-e9a6-44dc-870d-069bb79526de,274c0673-71bb-45ff-9da6-f68aae4504c1,2560.68,Pending,2022-05-03
02e87c66-0aa5-4363-89de-6bd13ca736cb,9af994fa-1eae-4d74-b23a-9504c7eb19a5,56.5,Paid,2022-05-05
02ff2396-4e7e-4f21-aa44-5b3261fca6d6,7eb194e0-1340-4169-88ef-01e7b0493e82,3953.24,Rejected,2023-05-12
0305c56e-e855-4688-aa89-973ccf30d07b,ab288052-80a3-4cb0-9a5c-7231f2ef394f,1655.61,Paid,2023-10-24
03082d4c-b7c1-47dc-9b3d-b0d4f03bca93,768e32fc-3c7f-4a59-84f9-c923482057e6,2062.91,Pending,2022-10-06
03643c3b-6fab-411b-bdcd-4d42a66d3990,60a45794-6189-4200-868f-a662beb04352,4612.86,Paid,2023-02-08
03a83aef-8e9e-4bcb-b2df-6f1c7e6147df,26f706b0-28c2-4e10-81e3-1e38432e7fb0,817.18,Paid,2024-11-25
03acf2a2-0fc9-4ac7-a9ac-b25afc13d71e,95cc76b5-2a62-4e48-9990-a47f4eb9e22b,1656.12,Pending,2023-11-14
03ae2b41-403d-4f79-bfac-d8b4dc6082fe,924781a6-999d-4efa-84ed-8db84511e9b2,3119.37,Rejected,2023-11-30
03bf3530-a7df-41a8-a887-b27c7f765630,51dd3295-6d6f-4e5e-8010-73b516d0d6d9,89.84,Pending,2022-11-12
03c24347-8bd6-4442-82a7-e33bd7ddc2dd,76d2f603-4d8d-476d-8179-d34f4c2a2c4a,4409.68,Paid,2023-03-07
03f3aa9c-1a8d-4c98-96ae-40b5f28824f2,386dc597-63a0-4552-9a4e-22483de65605,3702.61,Pending,2023-11-21
04010c85-ec0d-443d-afff-53604b675d09,fb2c8695-0723-4a5e-8cad-326055421108,2133.57,Rejected,
04267461-22fb-42ff-a7c5-6eeccacf7de9,1d848b47-61b1-4ace-893c-6b15709fe9a3,640.6,Paid,2022-02-06
0434d47e-e146-4e80-ac58-59ae1b15efe5,c0164553-f08f-44e3-88ac-815ff266e01d,4714.05,Pending,2023-06-06
043fa300-cef7-43e4-8062-d9af396dca5a,ab6aba37-fb63-4ad4-b717-f2049d9d5a05,1846.38,Rejected,2022-03-06
0444a81e-67db-4a0e-91f9-e8f2020b452b,60eabeb9-64ee-4a81-838b-6a669f37b6e6,425.8,Rejected,2022-11-02
0453165c-5666-41be-90b8-37f8c7f28439,4ec2947e-6ec3-445e-8730-e45fb19e88d5,3793.15,Rejected,2019-12-15
0472d643-fece-43ed-86fc-16be782d8edb,ee7fdbf8-3da6-42dd-bbb5-75fc22b6799f,4986.27,Pending,2023-10-05
04aeac5b-dbe2-4c53-903a-f64f8ed7edf2,2da4920f-e16d-43ca-aaad-7d66b1b1ae33,2257.53,Pending,2023-01-03
04bba9f1-7b10-4585-9627-f103c10a252f,cb1c8147-3f18-47ee-b6fe-639a88a5c3bb,2878.72,Rejected,2023-01-03
04c83f55-4e18-4a90-ba3c-a05434a0f856,d6363344-7048-4c28-9819-cf852bbca3ef,1339.19,Rejected,2023-12-31
04d0805b-4035-45d9-ae3f-9ce4c9158b75,4cbb149f-a32e-4190-bbcd-6bc26965e338,2144.74,Rejected,2021-10-17
04f647e1-40e0-4578-aeb8-593dbf1c45c1,73182e87-7ff6-4cec-b5ae-7cf057b92eb3,2020.48,Rejected,2021-04-07
04fb4c73-e4cd-4949-a36e-36e452ca2f15,8ff613be-8ef1-40f4-a5bb-ca0c01286652,1578.69,Paid,2024-11-23
055796db-8f6b-4eba-9732-4b04e4347e60,81279ec9-b40f-450a-82de-8188e1aef32c,3216.35,Paid,2023-02-06
055f029b-117c-4cbe-a02a-a3835fed4083,2fa06f43-f38b-4de2-864c-d163074a0df6,185.69,Pending,2020-10-04
0574f09b-f2d2-4c34-9ef7-2eac578637b8,21842f11-5760-42a4-b40d-f026ead1af42,697.76,Paid,2020-07-18
05a64c61-d423-4e75-af58-4b3b98394608,186b7ffe-5574-4eb3-8bca-29754ab9f49e,1859.77,Paid,2021-08-10
05aabdd3-b4ce-4be2-bbbf-4071c1d6b4c3,cce01b4f-7161-48c7-8e47-674274150381,1510.28,Paid,2021-07-07
05b55a71-0220-40a9-8ec9-c7fbcedd8788,5d4965d2-88ee-4484-aa0c-a44c768e9b14,706.61,Pending,
05b6e13f-f521-441e-969a-ebc6e0cd93c5,32fae9bc-1023-43d2-8139-369ba7a4d45d,24769.57,Paid,2021-02-03
05c5382c-1aba-4b8c-8c0f-7b7ec8fbdea4,e33e0886-1948-4271-9127-8f894b63c4d2,4083.4,Rejected,2020-10-02
05e2dd34-e3c2-450b-9555-959921c6e00c,62455c84-8e13-424b-b5b1-43f5e2867dd7,3642.69,Pending,2023-10-21
05e7c6f1-c672-43ee-8c11-1b33e87439d1,32f54bdb-4a90-430f-b105-89f23413ffac,1498.01,Paid,2020-01-12
060435f5-e386-4d05-801d-b66c8b6f7c51,1cb425dd-ce9e-4797-b4b3-1c2608a060cd,4919.84,Rejected,2023-10-05
0609366f-09fa-4517-844b-765c9e3f3633,3dd1014e-1dc4-48f8-8c54-5b3ad1374026,479.33,Pending,2021-06-20
0611950a-2d80-437f-adaf-a53f2298cd22,4d61ab2b-06d1-43bd-86cc-6c60bda325c3,3165.78,Pending,2022-07-20
061df4a2-84f5-412d-ab9a-039934a4a72b,7a015d5f-ddf3-42e8-b28d-f2eec26ae805,4259.35,Paid,2024-07-30
063ba07d-2bab-4659-a3d7-307dd35ea4fe,544054a2-0d9e-4090-9270-c62393b61a1c,2230.15,Paid,2020-08-09
063da08d-fdc1-49ba-a14a-3eac082d8f7d,f2395f58-3dad-4ea8-a74b-bc9bdee37920,4473.37,Pending,2022-05-02
0646ca85-2303-44b0-845c-556269028eaa,041e7015-b412-49c2-bd9c-d17968af2aec,4476.83,Pending,2024-03-29
064d8758-e319-44b3-b659-80c7eebf9c06,b39f2f28-e962-4791-bc28-15352fd74deb,2110.04,Pending,2020-01-26
06579e63-5733-4e73-bdd0-421b9d4e75cd,c7cae84d-9b38-404a-b306-7942f2ab8ae3,1397.82,Rejected,2022-03-26
065fe466-3007-4b5f-80a9-437247ab76c0,dcc05192-5002-45c5-84af-a860430b84dc,3854.07,Pending,2020-02-13
066b7f0f-637f-47dc-a160-bb355a4de3a6,88bc8fa9-22e8-4e33-9015-6244fee8ee87,632.39,Rejected,2022-03-01
0673ce04-f94c-4db1-95d6-3c4768f258a2,ab4f0f11-d3f3-428d-b14f-0f630ff206a2,4255.02,Pending,2023-08-26
067e66e3-2769-4765-8c2a-7418aa1887de,56efc93e-2224-4d1f-9be1-5dfadc3f3bab,1467.13,Rejected,2023-11-25
0687392e-3f57-4fb5-9724-f2380f2ef4ea,96c24100-da25-4529-ba76-ceb2e4e7e98a,4212.36,Pending,2020-06-29
0694aba9-9385-497f-8aa7-31566df3ba00,005b207a-2b82-4ffa-b126-4bc108019020,1333.86,Paid,2024-10-03
06a68089-1799-4452-a6f0-bef320eda142,1400ce08-b3b6-4ec3-9d8f-e6289fbd207b,2596.61,Paid,2020-10-18
06c08f3d-f3ac-41d7-9ee0-1f93e68611fa,d0581662-cb12-4276-bb6d-d80a58ae067f,1067.5,Paid,2022-12-15
06d52421-1d6e-4c10-8227-473bdb560e90,d68d35a1-8606-462f-b760-82f557e9bdc6,3473.18,Paid,2021-05-25
06df56b5-078b-410b-80f4-c91d7e337a79,c4431725-2ed6-4be5-875e-d4967df38192,4683.4,Pending,2022-03-12
06f2e4fc-9d81-484b-8555-1cebdd20c5e8,528e55ae-715c-445b-9f95-341d453e35ca,822.96,Rejected,2023-12-30
06f55303-9e3e-43b8-9782-fddc96511b93,b3a612d0-b149-4826-92cb-41db35009806,3696.91,Rejected,2020-07-30
070bd74e-5414-4af0-a8aa-cd9d6db957a0,74b3475f-892b-4ca0-8ed9-6cbe490ac745,2184.18,Rejected,2022-09-12
07254b15-a263-4128-af33-6e0e151ca136,f8c56fa1-472f-4d47-83bc-3034b96964e3,1478.27,Pending,2020-06-25
072b1fb5-99eb-48ed-94a7-6c61d9c6989b,8de9da3e-bb5f-4c03-be2c-4e79b3488e16,3493.09,Rejected,2023-01-10
07384b8c-2e71-4cc3-b5ab-16744bd0b80c,15c3240c-1833-4cc3-8c26-5e4731036a15,69.34,Paid,2022-05-26
074c3592-5af0-4600-a383-fc9befd8be77,a0514b42-e1b4-4f1c-9710-7dbfcdd57039,1665.37,Pending,
0767e47a-752e-4463-8ff7-bff748dc96c7,91fd5502-f073-402d-bf21-7778e74cf649,639.39,Pending,2023-09-09
076dd99d-8573-4faf-a5a4-03e422deeb1f,b1ab180f-de32-4fef-b984-e0dded2e68bd,3969.94,Rejected,
0771769b-8dd6-47ba-aad3-b146403163af,7c44a9ff-8bfe-41f4-9783-490155c51e05,4942.55,Pending,2024-08-22
079d49cb-c5d3-4063-91fd-3513dedac36a,1c6ef00d-e323-45c5-b2bd-b1a360f0653c,3148.49,Paid,2021-05-18
079ee278-1ec8-4e9d-9461-b7f3551bdc29,4a4f540d-8bdd-4d09-889c-70a3b4cdbe8a,3689.38,Pending,2023-08-15
07a0ac8c-0b20-4fcf-92c3-e7cbe179fe63,b7b99e30-c965-4e7b-9a81-d3d53e8b72fa,4645.1,Rejected,2019-12-16
07aa6790-1401-49b9-88aa-803671a0e555,eee1093a-5614-417c-b3f7-9196bb85a203,154.32,Paid,
07b29185-9f27-4c9c-aa5c-ef60228ba1d3,690ab396-1a03-4d03-8020-2e68e640d299,2437.62,Paid,2020-08-23
07be20bc-dfff-4ea0-8d87-0e6e5a3d31f5,7f02e832-8b37-4db4-a6a0-49d0d3409bc3,6866.219999999999,Paid,2022-04-24
07ecff89-6b66-4aab-ac35-c3974ff35010,31ef2fbd-7657-443b-999f-df3cb74b9c5f,2309.73,Paid,2023-06-25
08253304-92c7-413d-a7fd-e0863b473f47,ff6dd48b-a45b-4dc0-a9d6-bb64e5348146,2674.86,Rejected,2023-11-17
08452a01-6e12-4455-b3d5-8b974ae29015,39450de4-c17b-4a5d-9dfa-6f25ff61090b,759.51,Rejected,2020-08-05
08620e55-f60d-4b1b-aa77-67ba07bf37bb,66458f7b-f09f-4bbd-8a6c-6eafef5076e7,393.9,Paid,2023-05-11
08759dbd-46c7-4ae4-8588-b3ede837875d,2bed88e4-7cf1-4796-bfba-f512ac428db9,4732.96,Paid,2022-01-05
08849ac3-3797-42af-86fb-f9bf3c857cb1,9b98104f-af9f-46f6-a840-e7b75dee1eeb,720.94,Paid,2020-07-10
08907358-a6b3-4fe5-8bb9-f67749f17fb2,77227fb6-6675-40a5-b146-bbe539251d29,3100.67,Paid,2021-07-09
089ec47e-e184-454f-9943-b7b9ff1b7c10,fde33320-a466-41f9-a1cd-62ee9a85b538,3944.01,Rejected,2022-06-01
08b5072a-6b4f-46d5-96c9-df15f5f7e7fd,237c7532-2d26-4237-81db-f029fffba399,2630.89,Paid,2022-10-09
08c715e5-e09f-43f9-bb61-f1360ef068e9,11bc5946-bbfe-401b-80c5-c72470dfe79f,3125.16,Paid,2021-06-04
08cff2a6-45ff-488f-bcb3-ad2cb1abca39,2f0826f9-93fb-4738-bbc1-9b2e01d6691f,2301.35,Rejected,2020-06-11
08dd71df-69c9-41df-af6a-455bf7d39de2,109bec70-ebda-47a8-8885-7d8a377c9fa7,6988.04,Paid,2023-02-02
08ef3277-6cb4-42fd-a270-062b9b41ca41,c8334128-7c48-4ff4-9b93-7b1dbed7bbcb,718.61,Paid,
08f38ddb-ee4c-4198-9aa6-838e508b9cb1,9f8ea4a6-e6e8-4af2-bc97-830e1e43b747,1041.99,Rejected,2021-12-17
091fa8eb-7863-4ace-8fb0-a020ed578047,3b5249a0-3880-467d-b7e9-ea45df7bb3a8,2987.09,Pending,2023-07-02
092d9c58-e6cf-4205-8a66-540957626536,3482a14f-b1f6-4791-81e8-83b62e798b30,3283.76,Paid,2020-10-19
09311fe0-29ad-45a6-b7c4-aa21e2da5aea,0473de6b-7531-423b-8ae2-a8ef5d4a8a2d,3962.06,Paid,2024-04-08
093a921a-5210-4a08-b4cf-deb50086aa47,e7cacdc5-5307-42b6-8bf1-c1a2c25dc7ea,10303.800000000001,Pending,2023-05-15
093c1978-ccc9-4980-8c81-f97892d71413,bc36acec-84b6-4e46-8a99-f4d1b1bbe9ea,758.36,Rejected,2021-11-27
0955f3e7-2252-479a-94c7-de3877a7ef49,d11d7ad1-2ebb-49e9-ab01-bfb452e42866,364.26,Pending,2023-02-02
09598cae-419b-4184-875b-9b68fc79fbaf,b2d871b3-26cb-4cf7-b8c0-02364ed85a9f,3731.65,Paid,2023-09-08
096617c3-e844-48a4-a2d7-aff45705696b,ee03325b-96e1-4abb-be06-2f5f675be1bb,2994.6,Pending,2023-10-01
099aab71-e15c-43c0-a4dd-1d26ffd506a9,551b563d-82eb-4a1d-8216-8e6cbe25643a,4006.72,Rejected,2023-10-28
09ad5211-cf44-407f-83e9-316b16d3c044,678bc0a0-d0c1-4768-b13e-1aba2a43ddbb,3134.1,Pending,2021-08-27
09b1a95c-aebe-4602-8a21-dd5d4243d5ee,3192660f-945c-41ea-a2d8-2204fd1414a9,3293.88,Rejected,2023-02-07
09b7664f-fdd7-4d93-bcdd-e7583a95c91f,86fde00d-18a6-493d-a6ab-4dde1dbdffe0,2994.46,Rejected,2023-02-24
09f9b10a-a4e6-4903-8534-120671a3f220,1d15cfb3-cf2b-47d2-9557-71519edd4dd6,4264.78,Paid,2024-05-09
0a08553c-453d-40db-af6f-0648d1dff55f,d029b205-06f7-4df1-9efb-1bbb4f80c889,204.69,Rejected,2023-05-05
0a0992cd-4bf4-45d5-9fae-964c7d1666c8,73a258fe-7fce-482a-832b-b12fcd32fc74,1078.2,Paid,2020-04-06
0a10d5ae-6710-4f9a-8e8c-27a6388e9766,84698efe-a8f2-44dd-a564-bb9d8a15c7ef,3924.12,Paid,2024-02-16
0a273918-18f3-45fa-8a50-5d7764eab8e1,83df9db2-b1ad-46d7-ae2c-3e6893169a94,4678.67,Paid,
0a27e8fa-10b9-4791-99a2-9272a4d38d9d,ec9ead81-1dc0-4c54-976f-ef2470a2e518,3430.71,Paid,2020-11-09
0a37b37d-d5c0-4793-b96e-7ad0e4fdd97c,345e2754-bc8f-4bb6-80bc-8e5b78027222,2616.33,Rejected,2023-01-26
0a386ae9-dc53-4cbf-8eba-4f57238c7738,43651771-18c6-4cac-8bc1-42a8552e7ea0,1359.94,Paid,2022-12-22
0a3bc943-d62b-4d46-bd18-c40bd64971b5,5f846ac0-2c89-4680-a7a7-1a0f8a37d621,4329.29,Paid,2024-04-25
0a3c7896-83d0-4ee8-8bae-9fa3221206b8,5ece285e-b633-432a-8825-bf800d65cf85,3977.96,Pending,
0a76f963-bc2e-4ffa-baaa-76b8a46090df,6a7b2c81-7552-4ede-bc15-02fc26b4019c,3110.13,Pending,2021-12-03
0a81bd43-9c56-4fce-956f-4e3cfe126128,13963712-44c8-4957-9001-e0262a5c6fdf,19100.0,Rejected,2023-08-30
0a858905-7cb9-4018-b99a-385f4708dde6,992b3d65-3370-47a6-b589-2cbfe3db6609,2353.44,Pending,2021-04-02
0a8a5f25-9b42-4c9d-8036-b0d8f935825f,1e6fd5f4-5bd6-4bf7-9c85-ca13f5a07f17,4736.39,Pending,2022-12-08
0ac917f8-ba8d-4aad-8932-89cee356efa4,ceae40cd-db4a-4437-938e-b52d4a703a38,3419.94,Pending,2023-11-28
0ae45acd-141a-4fb8-bd89-7c3ae954348b,a42b81a6-fd65-4232-9122-4c9c0922db79,624.06,Paid,
0ae4c2da-08c6-469a-9b52-c8fa63dd633b,aebc1428-57ac-4cc5-90df-157d3476822b,456.03,Rejected,2022-07-08
0af105f2-33b9-4c97-b7dc-0ea6f6a1c775,35ac9041-5b18-44fd-9b5f-f7ce9f016957,4012.6,Pending,2022-08-25
0af8c1f3-59ed-487d-9228-9f455f682cfe,fcd28626-e533-4b08-855f-3fc61574c4bc,3680.26,Pending,2024-05-08
0b06a1a7-2813-4e80-a4aa-2ddaa7428f87,a4c70dc4-f1bb-426b-933c-f92c0074791a,4725.77,Rejected,2020-07-11
0b0a8d44-3297-44e5-b316-1825fe16768d,2898d9c5-4fed-4d9e-a4e8-fb729843d4e2,538.0,Paid,2020-11-27
0b0c527b-b7f5-44f0-957c-7758a62d363b,29efd49a-bfc4-40f1-a0d2-c6656eb8c928,4101.33,Paid,2022-03-02
0b1a7927-ceb5-40b9-b32d-ca34f9cca11d,55ecaa0e-7a88-4434-994e-f1ff39267173,157.53,Pending,2020-08-14
0b46a5ed-f076-41ca-a472-4df7b8f63ad9,04c3314b-33b1-49e3-ab30-eb5153590839,3645.37,Rejected,2021-08-08
0b55110e-b68e-48e3-b890-3a87efcd3502,5aa1806d-d05c-4de3-8ca9-0b5d9f00225b,3134.02,Pending,2022-07-07
0b553a05-9de4-4321-86fc-d88fc03d0794,f5c9eec6-6c25-44eb-840d-95b61c434c5e,2575.23,Pending,2023-02-02
0b5f1b9d-9922-4726-a035-0bd00d0993ce,ea921b35-3256-4522-a249-916f937c9115,3132.62,Rejected,2023-08-04
0b64e1c0-a61b-41f4-9fc5-02f37b56db78,1efd911b-1b4f-465b-b257-e9bde99d95d5,1489.74,Rejected,2023-09-12
0b76ae37-01cd-4082-b8a4-83d832ae8c5d,b124205f-1fbe-4176-abbe-6195e39b8b5b,2309.83,Rejected,2024-11-11
0ba4f5ec-8fe3-45bc-94d4-757ea3968868,057b7d61-222e-4d2a-8e87-f0b7943d3ffe,1714.48,Pending,2020-12-17
0ba6560f-7796-4043-8e50-62bc63f1c166,52d2ac09-6186-4173-9445-a3ad2fe8871e,3217.75,Paid,2021-01-25
0bbdc1ba-368b-4cdf-bdd2-44198b1c047b,abfd013e-2d99-48df-90d0-f8758b83ad34,1297.47,Paid,
0bed28da-f091-41e1-9774-f1fa60048c44,4c8828ed-274c-4845-8aaa-503d4aedf76b,3045.71,Paid,2020-09-09
0c0f41a7-1816-4bce-b600-80d6cd06be0d,906feb66-a356-4db0-8d0c-81f953df03a5,230.79,Rejected,2020-12-04
0c2204e9-d3d1-4212-b780-1a946ea198f4,ecc56c90-730f-467f-94d3-7ea8a061e263,2529.02,Paid,
0c23a27b-62cd-47f2-bbda-168c39f79b6b,76bf522a-c8b1-4099-b79b-3b292a68da15,3101.2,Paid,2021-09-04
0c25f6af-fa8e-4ce4-a805-d7f823580d13,9fe220b8-5b1f-46a6-a0b5-8f627e5e8f51,4624.28,Pending,2022-10-26
0c3b8e09-ba7c-4e47-837a-15c0b1aa7758,6d7ee117-bb52-4d61-b92f-aa354e31f066,1281.18,Pending,2021-01-19
0c6be5f4-5392-482e-ad4d-8d375eb1270c,1e2fb9eb-f49c-456e-9ce3-ebd3fa9d8c18,3345.11,Paid,
0c6d8bbb-a198-4e32-959f-3df313156a8d,2dedfdeb-cc9b-4c08-9341-558d6e6968f4,1630.86,Pending,2021-07-02
0c7e138e-f13f-4998-a2f7-dae0fd933cc4,9dbcf87d-a0aa-4641-a110-804360af408b,2273.56,Paid,2023-05-15
0c8c95b8-2ac7-4137-864d-5c3b1fbd74ef,277bb548-1dc8-4889-9566-efa0550450e9,3662.45,Paid,2020-01-14
0ca58127-e81d-4ead-acfb-85875551a4d6,c84c8658-f228-49cc-9dae-4d32d5ccc45a,236.81,Pending,2024-07-20
0cc1c3e1-194c-4a19-a88b-1d4e09292d90,a30b6563-fbfc-47fe-aa94-4516beb4c646,2065.93,Pending,2022-08-03
0cd118f8-287b-4977-9e33-86676b36ddcc,efe5c402-4b6e-4232-a5cd-75973ac7c6a2,3094.91,Pending,2020-10-05
0cdc0a65-17f7-4868-a538-9d6ff2e5fb53,43a72040-e6ae-4bc2-989a-d86e80f4fc7d,4993.27,Pending,2020-09-25
0ce2dade-5854-45ca-9a2c-299556387578,a80084b1-a6b8-4b97-a5aa-05108d17cce5,2625.29,Pending,2020-04-17
0d070d35-97ca-4962-ae68-cf3d5502e15b,69d87f84-4763-41b3-ade5-a2c5eba69fbe,760.7,Pending,2024-04-11
0d16c518-7710-43ee-a333-57d93f89fdea,80247681-19a1-4a14-9394-34ad13944282,1623.68,Paid,2023-05-23
0d29198b-a250-4982-bd8a-bb021e3c23c8,467e8e1b-6051-471e-853d-3c88d1f8360f,4729.55,Pending,2023-11-12
